height_cm,weight_kg
1.626992668379767792e+02,6.807802198700395024e+01
1.541286817957789026e+02,8.148246366252757866e+01
1.554567344467848500e+02,7.373772421216170869e+01
1.539953042875774827e+02,6.889116462220526671e+01
1.531576527337914513e+02,7.717508627120314202e+01
1.687417591148687279e+02,8.330423705274560575e+01
1.537896013336221870e+02,6.949498906117027275e+01
1.455858921585453345e+02,5.622921607495401020e+01
1.739408301348972827e+02,7.280509062623312388e+01
1.558728293221600723e+02,6.820211815722389304e+01
1.533440445567649704e+02,7.504113850588487367e+01
1.674768504852275157e+02,7.337797274689823723e+01
1.631848603274111724e+02,7.070435719889574955e+01
1.498437198712432235e+02,6.262001286778806985e+01
1.682046502142098632e+02,6.671167323810908556e+01
1.673146011878382353e+02,6.829699713543655548e+01
1.641337596383502841e+02,7.661139632505262398e+01
1.487166607711337463e+02,5.928499833687537546e+01
1.612761433892646608e+02,7.071216203812191736e+01
1.481756008847524697e+02,5.496919515181988203e+01
1.627197414673787819e+02,6.081873979608520386e+01
1.655378532464312400e+02,6.210860757852896086e+01
1.674719244941171894e+02,7.825802004261419142e+01
1.553031945406449665e+02,4.923433220214459283e+01
1.712708141842677207e+02,8.195685969761528611e+01
1.602452422277710582e+02,7.312486289530066585e+01
1.593002949198188958e+02,6.204881274819199888e+01
1.561123033726709366e+02,6.105633398530844858e+01
1.646948191930814289e+02,7.968551702468630538e+01
1.656054256022871130e+02,6.535480852670910679e+01
1.610991067159359886e+02,5.698276890906264214e+01
1.562947728987612379e+02,7.092300059977253568e+01
1.708442940251061941e+02,7.838053438776056225e+01
1.634669612647654446e+02,6.209119876694573747e+01
1.675601321351700506e+02,7.407393539114937653e+01
1.657307570969743722e+02,6.071372336778313894e+01
1.625637546873570329e+02,5.700768339937474849e+01
1.569648333896771817e+02,5.918723134489515303e+01
1.576113864095357826e+02,7.399342752585197047e+01
1.592048572545651552e+02,7.365985299129522446e+01
1.440144444574375200e+02,6.024297912695202228e+01
1.570309073037761891e+02,5.045519492988758969e+01
1.679599968550737970e+02,6.920044290836020195e+01
1.622704195238092950e+02,6.778329836459560909e+01
1.516671296508674516e+02,7.482275455676290221e+01
1.645836518076163202e+02,7.733862394348949465e+01
1.587378636479038505e+02,7.270906400345060661e+01
1.689886744361512569e+02,7.077444038421127459e+01
1.600487388811434357e+02,7.370802223810412102e+01
1.556005939869248778e+02,6.680364151367406578e+01
1.626084597514804102e+02,6.825500827618691346e+01
1.595225938510306207e+02,6.859408174126453162e+01
1.659682852224494525e+02,7.442358385632127238e+01
1.573727269961319166e+02,6.201328225646044245e+01
1.703891517466822449e+02,7.362033978474747187e+01
1.597130213117863491e+02,5.802315433594519334e+01
1.528145033259297065e+02,5.905872168937880673e+01
1.573985332776804569e+02,7.306864971818362164e+01
1.587903131233743181e+02,6.235132131543418410e+01
1.679261788329244212e+02,7.887560477543816262e+01
1.647721990112840160e+02,6.902571537520991285e+01
1.614662416940583967e+02,6.347741372890100564e+01
1.678043569454620467e+02,7.202383453146865122e+01
1.644966460424001582e+02,7.786701570411229056e+01
1.684302076698185431e+02,7.228254014084042467e+01
1.592643441986549249e+02,6.510624915318612693e+01
1.721654907767126588e+02,6.712125193255181443e+01
1.484006138278168976e+02,6.271784661599232180e+01
1.526566411267951935e+02,6.131743269612241676e+01
1.621254647390586570e+02,6.843481454436360423e+01
1.675155561667206996e+02,7.362657414898258423e+01
1.720853869113495875e+02,6.839946637374117699e+01
1.636689925393719705e+02,6.484626319381364112e+01
1.626028403079276643e+02,6.938659810015278140e+01
1.647158737453357276e+02,5.230159762130389822e+01
1.637022690921131129e+02,7.604151899562808126e+01
1.619177431995908023e+02,6.910366902129675282e+01
1.534849831337174635e+02,6.483770672367468535e+01
1.562925799402216569e+02,6.116472059528798866e+01
1.618051245239331877e+02,7.612477571926113740e+01
1.516582402579392124e+02,5.122225395122483604e+01
1.615057629901058931e+02,7.017551283016030084e+01
1.688017247696589038e+02,7.192382488059399748e+01
1.594578079792062795e+02,5.483191570219629796e+01
1.546326158339412018e+02,6.774654298891049109e+01
1.517566035637633490e+02,6.951737874669252903e+01
1.563489174231628169e+02,6.875764384680287833e+01
1.624069331552518065e+02,7.401153048527700662e+01
1.677301473248966488e+02,5.725137489682293079e+01
1.609889483824825902e+02,7.976218832989336249e+01
1.647729366308097951e+02,6.856158232433691069e+01
1.654129648992484931e+02,6.164952462009555489e+01
1.600012334004464947e+02,5.688298377257660832e+01
1.565921961223333483e+02,6.168340964353905065e+01
1.714387766268792745e+02,6.380294381164372908e+01
1.659724976003499535e+02,7.332160904285908032e+01
1.712942605327581873e+02,7.490405087079018642e+01
1.583444885300459362e+02,6.642187768854151386e+01
1.592699563706376580e+02,6.546306104866020803e+01
1.632230599496238028e+02,6.723882549990310054e+01
1.587777722391229531e+02,6.747300975681653767e+01
1.535036553112678348e+02,6.183570844318192172e+01
1.565764078584117840e+02,5.745872941837931336e+01
1.528238065793974556e+02,6.635118574309065309e+01
1.597082337978297062e+02,6.307914139271412068e+01
1.475507099746699851e+02,6.789027346143652153e+01
1.650010452830205168e+02,7.066506999829439906e+01
1.663104332205828086e+02,7.111600870307462685e+01
1.480691673855373267e+02,6.636096221448489985e+01
1.583157164737768881e+02,6.127533329873561030e+01
1.614870940802035761e+02,7.081546646986772942e+01
1.529443017973346457e+02,7.012707129702377529e+01
1.612144393173824426e+02,6.800208715016681538e+01
1.643716668421014617e+02,8.646334714571432301e+01
1.573220214842251607e+02,6.007433068581936908e+01
1.672313960301392513e+02,8.840193200601750334e+01
1.623334149991758295e+02,7.133611860084172918e+01
1.529863415489790270e+02,7.989498445729195453e+01
1.552088518629373652e+02,6.576638046750764488e+01
1.702865953704745436e+02,8.161312134775013760e+01
1.712295474270053433e+02,7.473692366167824730e+01
1.633761218572160772e+02,8.448131996789201992e+01
1.709429282552108873e+02,6.050238920754132721e+01
1.524572133091099886e+02,5.867799589393040094e+01
1.733512383748441152e+02,6.703688848181415949e+01
1.737005851749146075e+02,7.745355655151873009e+01
1.597284309043853057e+02,7.394028790063177325e+01
1.609489173387631240e+02,6.626794005640755358e+01
1.543746116621778697e+02,7.119492741261308311e+01
1.817955217229700509e+02,7.660556745707017967e+01
1.619810086971814940e+02,5.479292102841337453e+01
1.599004963079975710e+02,6.190862670659144129e+01
1.563955270759024927e+02,5.798267238317144745e+01
1.579887800652215617e+02,7.271122240354625887e+01
1.579197257165588439e+02,6.451882903421044091e+01
1.688495242790625070e+02,7.479721657034714610e+01
1.662112134617473771e+02,5.676672737770558541e+01
1.563556061378570234e+02,7.432504693506305671e+01
1.631674620860380003e+02,5.643562199734780904e+01
1.564315993040999899e+02,5.931145427408713289e+01
1.629436941199222133e+02,5.716997673673713365e+01
1.425401589566937446e+02,5.549442066048610656e+01
1.742317092006769315e+02,8.750881295322353992e+01
1.641978514412691652e+02,7.786205915316664061e+01
1.557459851871268768e+02,7.966284946705519587e+01
1.686540607704505987e+02,7.170362461620693750e+01
1.626411590444457431e+02,7.137555040751031754e+01
1.597125777633128507e+02,6.204700741512326800e+01
1.741698971772040068e+02,7.426321120641451046e+01
1.642268169703654337e+02,6.456688981114929504e+01
1.671790568920796147e+02,7.409409738900147602e+01
1.712887712118541970e+02,6.671797348475054434e+01
1.650504297130354132e+02,6.431212206043078083e+01
1.619380708222715555e+02,7.031333485922561977e+01
1.609713687587840241e+02,4.996667393824895953e+01
1.546079200177226483e+02,6.046531382364578633e+01
1.675233010964973062e+02,7.845198457791586577e+01
1.494726789974703820e+02,6.736887352689913655e+01
1.671864547280500517e+02,5.537881296714792256e+01
1.694920994936036038e+02,7.221227750384569788e+01
1.667727708205114823e+02,7.540227152498509611e+01
1.620605553582234393e+02,6.440645375256711702e+01
1.561895696378124967e+02,7.347378168357420236e+01
1.650034004500565175e+02,6.750990579947084314e+01
1.709985615295363459e+02,7.656533436432265205e+01
1.664112109966695527e+02,7.463528678847424658e+01
1.682248993673105701e+02,8.264033363196570292e+01
1.572237269784907028e+02,6.488724188916728508e+01
1.579270857598707494e+02,6.822703907546261348e+01
1.657996051612428516e+02,7.453071895119666124e+01
1.478844609630870082e+02,6.061245216847554218e+01
1.571995016544424004e+02,6.597265218189033931e+01
1.512693441115822282e+02,6.304047788437959809e+01
1.502138983654593858e+02,7.399595771859263493e+01
1.661572171858015281e+02,5.937617317720131638e+01
1.683808580771521974e+02,6.680900036465796177e+01
1.631780959992948681e+02,8.376903992346892380e+01
1.598383508798841319e+02,7.623487414460538503e+01
1.544384848204809941e+02,7.218916090388171369e+01
1.618116088472676779e+02,5.054913809869442787e+01
1.569684915438788266e+02,6.472003809067020086e+01
1.679566293569557445e+02,6.058787548993839778e+01
1.516432390533837804e+02,6.528483879131003675e+01
1.578562546488929286e+02,4.746806384660705902e+01
1.720265428685891038e+02,8.942670522720905524e+01
1.544800753432411398e+02,6.781026885292899919e+01
1.659221379446416620e+02,7.234369385153293308e+01
1.589969446037563898e+02,4.608254394946482080e+01
1.397111575147681322e+02,5.305249062895447310e+01
1.626875693769023599e+02,7.091364213591776888e+01
1.621877271270911649e+02,7.147463513481125119e+01
1.526162590058243040e+02,6.769390256985748522e+01
1.639890388452191416e+02,7.460822783329329866e+01
1.701460826094472623e+02,8.429307724630398013e+01
1.607108873176056818e+02,8.164047871371725762e+01
1.648865704247676547e+02,6.880722897876123056e+01
1.555853271531156281e+02,4.858203715646224907e+01
1.717675198766203550e+02,7.284029969259793802e+01
1.613371932353310285e+02,7.401930148007286903e+01
1.626922757088358651e+02,6.948659157671238518e+01
1.534582830658431192e+02,7.725198757568257690e+01
1.579598297574148091e+02,6.537991418186344106e+01
1.698091707205210810e+02,8.348616569153242040e+01
1.645975207991548643e+02,6.827630837572644396e+01
1.557944340461490356e+02,7.214749511401704751e+01
1.493103924516533141e+02,6.533302698912834217e+01
1.475466914059004182e+02,6.582981224856699498e+01
1.662288858033584233e+02,6.984661210799897901e+01
1.549494157111497259e+02,6.040904866405038831e+01
1.601909977795820907e+02,7.921072258073664329e+01
1.736308960296552755e+02,8.186457689956159811e+01
1.527847775524791984e+02,7.602337414863505671e+01
1.565803872430760464e+02,7.262788043639228874e+01
1.694482281369480177e+02,6.566098570503565668e+01
1.629343839076100267e+02,5.900631918161565181e+01
1.695195133111847383e+02,6.525593235912987211e+01
1.693425689679820323e+02,6.895720201920511272e+01
1.575972650060144815e+02,7.199068440394947288e+01
1.588724513351525616e+02,5.985027823329266283e+01
1.677846390838082300e+02,5.992127123571300729e+01
1.632380270714589017e+02,5.561388295154071670e+01
1.605456141719938614e+02,6.734138893097863843e+01
1.686792753668837008e+02,6.750821815650529345e+01
1.650644977387962342e+02,5.726344769937507806e+01
1.478460817041403459e+02,5.908349639565915368e+01
1.760647087638485004e+02,6.582988037654513391e+01
1.710465194014051917e+02,6.704549323159831431e+01
1.558596694196264991e+02,6.431030289851571524e+01
1.687455048098054817e+02,7.192934155507509786e+01
1.576574938745209238e+02,6.450971571806908855e+01
1.448400238514122975e+02,6.630239289688742588e+01
1.632114878470130463e+02,7.626710243389091204e+01
1.677359968289819960e+02,7.553448096485080043e+01
1.716688967481943280e+02,7.486582826655798328e+01
1.541908371141738598e+02,6.009358475424681956e+01
1.677287453602001506e+02,6.179797686371486520e+01
1.603465507576215714e+02,6.976111552936220050e+01
1.645293848826696603e+02,8.860165001806842611e+01
1.608540057006924826e+02,5.505826070671766104e+01
1.624871074083414442e+02,7.260597255423330409e+01
1.517136162468265752e+02,5.052185874976255775e+01
1.676978636811933825e+02,8.451354348807167582e+01
1.586023335064435571e+02,6.245145614947860224e+01
1.651644434927850682e+02,7.655571268966286880e+01
1.577813612523295888e+02,5.901233812267658152e+01
1.665588389462129442e+02,6.483409582452139830e+01
1.674343794955581757e+02,6.553849205965818214e+01
1.616577114491027487e+02,8.138245746138954928e+01
1.558346029451228105e+02,7.248483603457309243e+01
1.578615723366219754e+02,7.276010537033454284e+01
1.633955312197529679e+02,7.616027595702522035e+01
1.695601440387496268e+02,7.143246032914584021e+01
1.633282201460802412e+02,5.908542359725441884e+01
1.625922554410989562e+02,6.860389923523477762e+01
1.672101608676580611e+02,7.130162463026505293e+01
1.484605432046641056e+02,6.218095190995269661e+01
1.593111455218986521e+02,6.754528737715435227e+01
1.668967222729862101e+02,7.198177646244892003e+01
1.639854012221835546e+02,7.712976222865484033e+01
1.637451075654212218e+02,7.519876074991037740e+01
1.677483530156492577e+02,7.182017482326160973e+01
1.512123518320563278e+02,5.603104910223865431e+01
1.649050660164554074e+02,7.380653694785843300e+01
1.629720321956046973e+02,6.576962783501721788e+01
1.422465386623264294e+02,7.232429990632449801e+01
1.674543235120935094e+02,7.187316739818626843e+01
1.535257564996894075e+02,6.153511888232097249e+01
1.609465403361156461e+02,6.616332060134017468e+01
1.649619143998795892e+02,6.190572943028988107e+01
1.586252906877277837e+02,6.585672129082928450e+01
1.596735916686901646e+02,6.754990594287063743e+01
1.601841999393375886e+02,6.314180971186632974e+01
1.553913732135218027e+02,6.839136794043967882e+01
1.592529528830138759e+02,8.247290848347375913e+01
1.496597128128225620e+02,5.656228801252617444e+01
1.674947083851108403e+02,5.904070059035747420e+01
1.548945002211508495e+02,5.810312018505406684e+01
1.547757049622669285e+02,8.236766527941607308e+01
1.633354384869774663e+02,6.235770567991896485e+01
1.599206801094724426e+02,5.199183191635155765e+01
1.534371915937385609e+02,6.416027413083777731e+01
1.551280423408931881e+02,6.007914335298320907e+01
1.701202267072596896e+02,7.616800012572512912e+01
1.606704656985331496e+02,5.568704565571782439e+01
1.545675020554840557e+02,7.004085727629340852e+01
1.592001524141639095e+02,5.227337084586338278e+01
1.628553427161625677e+02,6.492148358577843226e+01
1.592426960828172469e+02,6.575305166006455693e+01
1.653564631938078549e+02,6.566097828234667588e+01
1.593283076012807271e+02,6.262242003930089140e+01
1.742143695637894893e+02,5.674751315978036104e+01
1.761725595841455743e+02,7.373622978793443394e+01
1.606215456400037738e+02,6.283147752385031026e+01
1.485446908366597256e+02,6.683961584886530716e+01
1.482150552106084547e+02,6.675106901871588150e+01
1.548625768106434180e+02,6.600282240193243410e+01
1.734518443712392184e+02,7.151281319839378625e+01
1.623592509534948647e+02,8.313618653789602320e+01
1.678391516158566787e+02,8.447356387214043139e+01
1.694584136426845475e+02,7.844828758849722306e+01
1.644984943179402421e+02,8.046287413400082755e+01
1.662487198052319286e+02,7.416156313780098230e+01
1.765432309252192340e+02,8.549216955416734720e+01
1.556902686271567973e+02,6.046569257772762995e+01
1.665622466382398841e+02,5.016005051073852883e+01
1.701401142932353139e+02,5.617387257396033817e+01
1.710705962406956075e+02,8.043663774916784348e+01
1.655641788374099406e+02,6.905816121883385961e+01
1.600519237682003393e+02,6.905253061729096942e+01
1.707936832008956287e+02,8.566322519488934972e+01
1.702018600746091579e+02,7.741229495583021958e+01
1.475378712184010510e+02,6.478544918221048476e+01
1.463914974683106891e+02,5.869707095912290384e+01
1.615246077446279003e+02,7.447118884392344285e+01
1.728308040736488351e+02,7.197850486967313088e+01
1.535639958357380124e+02,7.910938596618535712e+01
1.653662503780780355e+02,7.244341971890068521e+01
1.642625886647612106e+02,6.649016380753730004e+01
1.681751372136933469e+02,7.707673777878927979e+01
1.554419673619908622e+02,4.768247830192419912e+01
1.534899194487490774e+02,6.268098502386991555e+01
1.482356291538066557e+02,6.431867914338532444e+01
1.593086781978516058e+02,7.239306032755553133e+01
1.611317865869669390e+02,6.891220215008119965e+01
1.570704283507819810e+02,6.102858526379744575e+01
1.648186823022577698e+02,6.176617652519386326e+01
1.621417694356493939e+02,6.974836938621858451e+01
1.662458644277197379e+02,6.591184310810615443e+01
1.561902214006695999e+02,7.328396458190017881e+01
1.591835509548210155e+02,6.003416549686682657e+01
1.618707826643086776e+02,6.664194551423609880e+01
1.540201714616116249e+02,6.912734326022837195e+01
1.465164722878224666e+02,4.992700686031942325e+01
1.653002196730926414e+02,5.970563410349448930e+01
1.603322071376298084e+02,6.434512840090923191e+01
1.739462886894153826e+02,7.490144547841951805e+01
1.623308650772589772e+02,5.928140368353303558e+01
1.532965452259858239e+02,6.861656508384363917e+01
1.705115334911130844e+02,8.026893783772666779e+01
1.671879926890504464e+02,6.509275382524255349e+01
1.599148497082064182e+02,7.027220184856140861e+01
1.714870104019731798e+02,7.720679851463835064e+01
1.655552251184007844e+02,7.903692316804315965e+01
1.641107342253291108e+02,6.185463172741984295e+01
1.586263765128197463e+02,4.867002373655019909e+01
1.502960388853559266e+02,5.291990049517384875e+01
